clock,lat,lon,alt
1477388580.111561060,56.0662679463,8.38905581789,60.2044804401
1477388580.207574129,56.0662675006,8.38905581829,60.1884149408
1477388580.242790222,56.0662668133,8.38905522015,60.1866176368
1477388580.283897877,56.0662660112,8.38905450298,60.1845182982
1477388580.307189226,56.0662655552,8.38905409353,60.1831871725
1477388580.328351974,56.0662641365,8.3890529433,60.1943271866
1477388580.373597383,56.0662631857,8.38905213832,60.1920414295
1477388580.414878130,56.0662623115,8.38905140456,60.1904108142
1477388580.436203957,56.0662618614,8.38905101032,60.1896929797
1477388580.484942436,56.0662608324,8.38905008833,60.1883115214
1477388580.508080244,56.0662603449,8.38904963664,60.1876830993
1477388580.536248922,56.0662597436,8.38904910411,60.1870505273
1477388580.579312086,56.0662588161,8.38904830024,60.1856501057
1477388580.642914534,56.0662580278,8.38904762404,60.183762114
1477388580.677948236,56.066257284,8.38904697636,60.1821104453
1477388580.712343931,56.0662565158,8.38904665103,60.1858393387
1477388580.728799582,56.066256163,8.38904634995,60.1851936361
1477388580.797859430,56.0662549383,8.38904503517,60.1846631217
1477388580.865277767,56.0662544973,8.3890441028,60.1771257374
1477388580.944752932,56.0662529534,8.3890431844,60.1738886944
1477388580.980120659,56.0662514942,8.38904211377,60.1855674955
1477388581.014185429,56.0662507562,8.38904150706,60.1841490466
1477388581.079009771,56.0662493574,8.38903968609,60.1879773462
1477388581.079009771,56.0662493574,8.38903968609,60.1879773462
1477388581.143010378,56.0662479573,8.38903846928,60.1868830893
1477388581.143010378,56.0662479573,8.38903846928,60.1868830893
1477388581.209419012,56.0662464696,8.38903728876,60.1845224731
1477388581.242624998,56.0662457223,8.3890366915,60.1825269966
1477388581.282866478,56.0662448184,8.38903594361,60.1792423215
1477388581.307023525,56.066244981,8.38903623747,60.1761368243
1477388581.355329514,56.0662439298,8.3890353476,60.1719105371
1477388581.365393162,56.06624371,8.38903516205,60.1711076956
1477388581.408519268,56.0662431332,8.38903447835,60.1708352823
1477388581.436004162,56.0662425393,8.38903397456,60.1688323686
1477388581.545346260,56.0662401532,8.3890319815,60.1621463705
1477388581.606791735,56.066239226,8.3890315496,60.1642756874
1477388581.607797384,56.0662396597,8.38903160174,60.1699417085
1477388581.677213907,56.0662382018,8.38903032544,60.1682670564
1477388581.707437992,56.0662375628,8.3890297727,60.1676159576
1477388581.783247232,56.0662365698,8.38902907351,60.1708471282
1477388581.804380178,56.0662355356,8.38902846473,60.1801269396
1477388581.835385799,56.0662348767,8.38902789091,60.1799661246
1477388581.883900642,56.0662341359,8.38902726371,60.1825774331
1477388581.908025742,56.0662337608,8.38902696691,60.1852799409
1477388581.961323023,56.0662326412,8.38902600286,60.183349175
1477388581.979203701,56.0662322353,8.38902591661,60.1869275705
1477388582.005589247,56.0662316792,8.38902543849,60.1860329084
1477388582.078922987,56.0662312543,8.38902524774,60.1766501012
1477388582.136389017,56.0662292558,8.38902337675,60.1875186117
1477388582.181652784,56.0662286194,8.38902303426,60.1863070969
1477388582.236997128,56.0662274659,8.38902208295,60.1847261982
1477388582.279399872,56.0662265802,8.38902134883,60.1837181142
1477388582.361754179,56.0662251336,8.38901948635,60.1903924544
1477388582.379058838,56.06622478,8.38901915724,60.1907256309
1477388582.404003382,56.0662245781,8.38901911027,60.191990523
1477388582.438231945,56.066223882,8.38901849665,60.1930454508
1477388582.508719206,56.0662226956,8.38901769264,60.1978917874
1477388582.542932987,56.0662217187,8.38901639854,60.2034261816
1477388582.580513239,56.0662209597,8.38901566505,60.2047825808
1477388582.637516022,56.0662198083,8.38901453939,60.2052930908
1477388582.662666798,56.0662198559,8.38901504438,60.2026522394
1477388582.728482962,56.0662180065,8.38901294715,60.2109745719
1477388582.778389931,56.0662169711,8.38901203035,60.2097255234
1477388582.814610004,56.0662166541,8.38901173332,60.2039727074
1477388582.844794273,56.0662161699,8.38901143805,60.201780827
1477388582.912197351,56.0662147477,8.38901044731,60.2003039079
1477388582.943390608,56.066214105,8.38900992813,60.1992252991
1477388582.969554901,56.0662135657,8.38900948991,60.1986289939
1477388583.007780075,56.0662127902,8.38900879701,60.1980124903
1477388583.063113213,56.0662116662,8.38900778929,60.1985004011
1477388583.091292381,56.0662110942,8.38900727028,60.1990226534
1477388583.147641182,56.0662104839,8.3890061131,60.2010793539
1477388583.189898968,56.0662096394,8.38900535149,60.2032018331
1477388583.250258923,56.0662085794,8.38900407452,60.2084360617
1477388583.281314850,56.0662079705,8.38900376472,60.2107885476
1477388583.329749823,56.0662070066,8.38900288829,60.211883669
1477388583.362948895,56.0662061865,8.38900215765,60.2132842978
1477388583.409224749,56.0662052196,8.38900099749,60.213893935
1477388583.427332878,56.0662048526,8.38900066391,60.2131689844
1477388583.480649233,56.066203768,8.38899968845,60.2108614036
1477388583.536981583,56.0662029124,8.3889990146,60.2062368486
1477388583.579121590,56.0662020613,8.38899826978,60.2054009359
1477388583.665752411,56.0662003169,8.38899670227,60.2034683138
1477388583.737198830,56.0661989113,8.38899551475,60.2049658208
1477388583.793549061,56.0661977596,8.38899454658,60.2063784878
1477388583.832228661,56.0661969797,8.38899383674,60.207626289
1477388583.868441582,56.0661962598,8.38899313398,60.2094437817
1477388583.868441582,56.0661962598,8.38899313397,60.209407183
1477388583.935405016,56.0661949186,8.38899185762,60.2118731523
1477388583.969605923,56.0661942264,8.38899122495,60.2126661896
1477388584.046059608,56.066192674,8.3889898158,60.2141568702
1477388584.067933321,56.0661922283,8.38898941509,60.2141429158
1477388584.129409075,56.0661909969,8.38898820845,60.2124298669
1477388584.179610491,56.066190846,8.38898800372,60.207188113
1477388584.207787514,56.0661901549,8.38898750116,60.2097734558
1477388584.269189358,56.0661890743,8.38898670372,60.2054015195
1477388584.305415869,56.0661883651,8.38898605941,60.2043370707
1477388584.348702669,56.0661876971,8.3889859683,60.2025852356
1477388584.384136677,56.0661870167,8.38898533811,60.2022805182
1477388584.415107965,56.0661864203,8.38898479216,60.2020716752
1477388584.479915380,56.0661850616,8.38898347909,60.2095758762
1477388584.539887190,56.066183886,8.38898245162,60.2114101835
1477388584.607304096,56.0661824392,8.38898089556,60.216163421
1477388584.637495518,56.0661818492,8.38898033901,60.2169469403
1477388584.680470228,56.0661810111,8.38897953825,60.2172216223
1477388584.708934307,56.0661806636,8.38897916853,60.2167499666
1477388584.729991198,56.0661802521,8.38897879681,60.2165699315
1477388584.808562756,56.0661787212,8.38897798187,60.2154900663
1477388584.851827860,56.0661779746,8.38897728835,60.215198847
1477388584.867924929,56.0661776626,8.38897701097,60.2148345589
1477388584.923257351,56.0661765001,8.38897569557,60.2164411083
1477388584.949415207,56.0661759963,8.38897521207,60.215711474
1477388584.979139566,56.066175935,8.38897504998,60.2102801591
1477388585.001735926,56.0661755037,8.38897467215,60.2096524923
1477388585.047139883,56.0661746355,8.38897391825,60.2085457476
1477388585.083244085,56.0661735436,8.38897298733,60.2146095879
1477388585.083244085,56.0661735436,8.38897298733,60.2146095879
1477388585.147622108,56.0661723366,8.38897161757,60.2164399336
1477388585.181368351,56.0661716866,8.38897100124,60.2169935604
1477388585.193964720,56.0661714444,8.3889707695,60.2171827871
1477388585.236127615,56.0661706312,8.38897000081,60.2179184861
1477388585.296607494,56.0661694585,8.38896891588,60.2189647342
1477388585.329173326,56.0661691155,8.38896893166,60.2181533482
1477388585.373078823,56.0661678536,8.38896743953,60.2229324851
1477388585.415008307,56.0661679253,8.38896725591,60.2167530612
1477388585.438147545,56.0661674981,8.38896684321,60.2164054232
1477388585.479497910,56.0661667362,8.38896610076,60.2149051762
1477388585.484440565,56.066166004,8.38896526961,60.2237385956
1477388585.580078125,56.0661641423,8.38896356705,60.2202109295
1477388585.608189106,56.0661635884,8.38896308815,60.2193309704
1477388585.645413399,56.0661628616,8.38896242814,60.2183598094
1477388585.711813688,56.0661615312,8.38896088911,60.2186890982
1477388585.769165039,56.0661604215,8.38895980295,60.2168129204
1477388585.829525948,56.066159229,8.38895873842,60.2149980114
1477388585.879078388,56.0661582593,8.38895782887,60.2142390652
1477388585.929710150,56.0661575346,8.38895713208,60.2130718325
1477388585.981475115,56.0661565615,8.38895610856,60.2140422609
1477388585.993545055,56.0661563235,8.38895638503,60.2157543992
1477388586.022719383,56.0661557754,8.38895582209,60.2164255379
1477388586.079897165,56.0661548035,8.38895510598,60.2190714756
1477388586.116284847,56.0661540951,8.38895451989,60.2203596268
1477388586.130365372,56.0661538267,8.38895427082,60.2206832118
1477388586.225959063,56.0661515912,8.38895204425,60.2240300109
1477388586.250105381,56.0661511208,8.38895160116,60.223612702
1477388586.269217491,56.0661507479,8.38895125267,60.2231378835
1477388586.337641716,56.0661493867,8.38895009386,60.2221134757
1477388586.337641716,56.0661493867,8.38895009386,60.2221134757
1477388586.403034449,56.0661488387,8.38894969102,60.2159830745
1477388586.449319363,56.066147976,8.38894886015,60.21640856
1477388586.479532957,56.0661474117,8.38894832194,60.2168011409
1477388586.529755354,56.0661461587,8.38894721967,60.2211189867
1477388586.621121645,56.0661447415,8.38894597437,60.2200970735
1477388586.621121645,56.0661447415,8.38894597437,60.2200970735
1477388586.668254375,56.0661442804,8.38894575396,60.2185037512
1477388586.731682301,56.0661431214,8.38894469481,60.2201461958
1477388586.797069550,56.0661419376,8.3889435699,60.2214325758
1477388586.823229790,56.0661414564,8.3889431475,60.2218413782
1477388586.850395918,56.0661402338,8.38894229895,60.2271636573
1477388586.868498564,56.0661398829,8.38894201458,60.2273342983
1477388586.929777384,56.0661382924,8.38893999465,60.231766448
1477388586.969115734,56.0661375355,8.38893924648,60.2321198712
1477388587.051913738,56.066135924,8.38893772655,60.2314854175
1477388587.122386694,56.066135772,8.38893758388,60.2171953109
1477388587.150561810,56.0661352547,8.38893711907,60.2162862301
1477388587.150561810,56.0661347871,8.38893666344,60.2236631025
1477388587.200878382,56.0661332996,8.38893537042,60.2292106731
1477388587.244140148,56.0661327234,8.38893457954,60.2273398705
1477388587.292434216,56.0661318107,8.38893367767,60.2289596829
1477388587.348758936,56.0661307375,8.3889326543,60.2318647443
1477388587.379974842,56.0661299169,8.38893207277,60.2334155526
1477388587.436687469,56.0661288204,8.38893104386,60.2355334406
1477388587.479484558,56.0661279948,8.38893025889,60.2360031037
1477388587.527891397,56.0661269438,8.38892975026,60.2344400576
1477388587.549015284,56.0661267366,8.38892940861,60.2311912964
1477388587.579407930,56.0661261486,8.38892887958,60.2305885103
1477388587.700210810,56.066123868,8.38892677336,60.2282174925
1477388587.700210810,56.066123868,8.38892677336,60.2282174925
1477388587.748533964,56.0661229359,8.38892592915,60.227875782
1477388587.806899786,56.0661224645,8.3889255679,60.2210550513
1477388587.806899786,56.0661224645,8.3889255679,60.2210550513
1477388587.876346827,56.0661208185,8.38892423256,60.2267186337
1477388587.933692455,56.0661192476,8.38892282457,60.2317457309
1477388587.977961779,56.0661186539,8.38892253223,60.2314878047
1477388588.013170958,56.0661179062,8.38892187919,60.2333532585
1477388588.048117638,56.0661172261,8.38892130363,60.2342822081
1477388588.078569651,56.0661166323,8.38892080641,60.2347902917
1477388588.079808950,56.0661165851,8.38892071588,60.2345157865
1477388588.179177523,56.0661147199,8.38891891363,60.2330036408
1477388588.188238859,56.0661148663,8.38891877401,60.2297837455
1477388588.279874086,56.066113253,8.38891772745,60.2254251848
1477388588.279874086,56.066113253,8.38891772745,60.2254251848
1477388588.329946756,56.0661120459,8.38891632,60.2292448689
1477388588.371385098,56.0661112545,8.38891560743,60.2286037707
1477388588.402566671,56.0661105413,8.38891485759,60.2304573696
1477388588.402566671,56.0661105413,8.38891485759,60.2304573696
1477388588.484073639,56.0661091929,8.38891374072,60.2290496645
1477388588.484073639,56.0661091929,8.38891374072,60.2290496645
1477388588.568248034,56.0661077925,8.3889125578,60.2297408075
1477388588.641390562,56.0661064283,8.38891130214,60.2313450788
1477388588.721219301,56.0661047996,8.38890961844,60.2349973008
1477388588.744355679,56.0661041511,8.38890889836,60.236798167
1477388588.780056238,56.0661034723,8.38890825957,60.2378279161
1477388588.880115032,56.0661015681,8.38890647272,60.2391690556
1477388588.929365873,56.0661006237,8.38890561728,60.2397599609
1477388588.940704584,56.0661004062,8.38890542034,60.2398861743
1477388588.979266167,56.0660999015,8.38890532339,60.2360807047
1477388589.048036575,56.0660982985,8.388903795,60.2392986271
1477388589.048036575,56.0660982985,8.388903795,60.2392986271
1477388589.126514673,56.0660972516,8.38890264315,60.2365952517
1477388589.139607191,56.0660974142,8.3889029886,60.2329613011
1477388589.179507732,56.0660960234,8.38890185217,60.2385264197
1477388589.183890581,56.0660959399,8.38890177842,60.2386832274
1477388589.246260166,56.0660947549,8.38890071676,60.2406369276
1477388589.328581333,56.066093202,8.38889927642,60.2423738214
1477388589.376749516,56.0660922865,8.38889845778,60.2429709443
1477388589.436251163,56.0660911434,8.38889749156,60.2439664815
1477388589.436251163,56.0660911434,8.38889749156,60.2439664815
1477388589.436251163,56.066091202,8.38889685763,60.2430194907
1477388589.494621277,56.066089903,8.38889566139,60.2433836843
1477388589.529917002,56.066089232,8.38889501255,60.2437837776
1477388589.602273464,56.0660877165,8.38889400787,60.2453400727
1477388589.636201382,56.066087062,8.38889341089,60.2476933812
1477388589.689812183,56.0660861896,8.38889232969,60.2479868156
1477388589.745152235,56.066085144,8.38889130435,60.250489088
1477388589.868003368,56.0660830104,8.38888939144,60.2501674636
1477388589.868003368,56.0660830103,8.38888939146,60.2501493823
1477388589.923064709,56.0660817716,8.38888860633,60.2499385266
1477388589.984430790,56.0660806138,8.38888749255,60.2503334228
1477388590.047775507,56.0660799571,8.38888694836,60.2424135176
1477388590.080255508,56.0660793495,8.38888643116,60.2430537634
1477388590.130509138,56.0660775389,8.38888491955,60.2488173389
1477388590.147652626,56.0660772067,8.3888846132,60.2491930186
1477388590.184876680,56.066076492,8.38888392513,60.2499687911
1477388590.267383575,56.0660756172,8.38888305807,60.2422575045
1477388590.314669132,56.0660747102,8.3888823492,60.2424022454
1477388590.380396843,56.0660729082,8.38888035827,60.2472410034
1477388590.410252333,56.0660723473,8.38887977609,60.2471866735
1477388590.445475101,56.0660716742,8.38887912404,60.2477158511
1477388590.454531431,56.0660714996,8.38887896202,60.2479718851
1477388590.484704733,56.0660709127,8.38887843859,60.2488593321
1477388590.545102358,56.0660699965,8.38887783696,60.2458515346
1477388590.567238331,56.0660695747,8.38887745442,60.2469205834
1477388590.612547874,56.0660687353,8.38887658978,60.2486752821
1477388590.638716459,56.0660682448,8.38887610889,60.249443533
1477388590.671914101,56.0660677577,8.38887570844,60.2469732273
1477388590.730395794,56.0660664155,8.38887461599,60.2465557
1477388590.740332842,56.0660662236,8.38887445029,60.2464396843
1477388590.772533417,56.066065602,8.38887391355,60.2460132017
1477388590.790642977,56.0660652576,8.38887359279,60.2455237751
1477388590.836997986,56.0660643749,8.38887277652,60.2435882855
1477388590.880158663,56.0660639006,8.38887198248,60.2366343989
1477388590.928478479,56.0660629937,8.38887114747,60.2338928231
1477388590.943568945,56.0660626802,8.38887090302,60.2339167447
1477388590.984501123,56.0660619068,8.38887020973,60.2326146357
1477388591.037133455,56.0660609114,8.38886932199,60.2315941087
1477388591.049208641,56.0660606309,8.38886899599,60.2329418114
1477388591.069938660,56.0660602439,8.38886862244,60.2329436426
1477388591.126273394,56.0660591881,8.38886762063,60.2339743913
1477388591.159475803,56.0660582731,8.38886696761,60.2378429425
1477388591.188652277,56.0660577126,8.38886646175,60.2394078528
1477388591.248013735,56.0660565753,8.38886542155,60.2427399551
1477388591.289260864,56.0660560417,8.38886472681,60.2420803871
1477388591.347611904,56.0660549427,8.38886369588,60.242370363
1477388591.385849714,56.0660544509,8.38886336952,60.2390518151
1477388591.434139729,56.0660533442,8.38886243202,60.2397255264
1477388591.469357014,56.0660526601,8.38886183524,60.2386724431
1477388591.507585526,56.0660519494,8.38886114072,60.238061146
1477388591.545824528,56.0660512305,8.3888602603,60.2383158046
1477388591.567960739,56.0660508159,8.38885986354,60.2385303781
1477388591.636279821,56.0660493951,8.38885872155,60.2394462728
1477388591.636279821,56.0660493951,8.38885872155,60.2394462728
1477388591.679658413,56.0660487543,8.3888579655,60.2380689362
1477388591.680640936,56.0660487359,8.38885794805,60.2380686546
1477388591.768180609,56.0660470941,8.38885657542,60.2372008091
1477388591.809436798,56.0660461203,8.38885553039,60.2391796019
1477388591.847682238,56.0660453893,8.38885486863,60.2386911203
1477388591.880577564,56.0660451004,8.3888546336,60.2351601309
1477388591.928557158,56.0660442107,8.38885379007,60.2353094245
1477388591.975481749,56.0660430042,8.38885256252,60.2385903696
1477388591.987555981,56.0660427762,8.38885234394,60.238711583
1477388592.070057869,56.0660412012,8.38885090751,60.2396621895
1477388592.150539875,56.0660394695,8.3888493833,60.2412058512
1477388592.224034071,56.0660384131,8.38884845766,60.2368877225
1477388592.224034071,56.0660384131,8.38884845769,60.2367956786
1477388592.271325827,56.0660377086,8.38884742695,60.2344476684
1477388592.309658527,56.0660373674,8.38884721857,60.2286769444
1477388592.392172575,56.066035018,8.38884523254,60.2360431078
1477388592.421350241,56.0660344586,8.38884472087,60.2362228815
1477388592.421350241,56.066035501,8.38884549875,60.2273762532
1477388592.544122219,56.0660325018,8.38884236094,60.2348036904
1477388592.570270061,56.066032014,8.38884188158,60.2352833222
1477388592.574294806,56.066032364,8.38884316366,60.2318752115
1477388592.689011097,56.0660297186,8.38884031207,60.2378236426
1477388592.691022635,56.0660296807,8.38884027683,60.2378258692
1477388592.780633926,56.0660280033,8.38883866557,60.2368676066
1477388592.836098909,56.0660269505,8.3888377181,60.2364097357
1477388592.917601347,56.066025396,8.38883635392,60.236790533
1477388592.929074764,56.0660251816,8.38883614599,60.2367969228
1477388592.980002403,56.0660239985,8.38883514738,60.2391137705
1477388592.994079113,56.0660237303,8.38883489778,60.2392626361
1477388593.069519997,56.0660222744,8.38883362483,60.2395703796
1477388593.147991419,56.0660208386,8.38883256392,60.2383834781
1477388593.168111801,56.0660205785,8.38883207444,60.2381097456
1477388593.244580984,56.0660191565,8.38883066556,60.2377577089
1477388593.272755384,56.066018977,8.38883055708,60.2351607328
1477388593.314010859,56.0660182016,8.38882989984,60.2349151435
1477388593.348214626,56.0660169236,8.38882891119,60.2401554689
1477388593.366360903,56.0660165736,8.38882859887,60.2398232172
1477388593.425718546,56.0660154411,8.38882753286,60.2386077343
1477388593.478448391,56.0660150803,8.38882712642,60.2339348015
1477388593.528346300,56.0660137667,8.38882580715,60.2384271109
1477388593.538402557,56.0660135756,8.38882563261,60.2385161421
1477388593.580402136,56.0660127788,8.38882489838,60.2391081138
1477388593.613864422,56.0660120612,8.38882448078,60.240003385
1477388593.635992289,56.0660116394,8.38882409769,60.2403354997
1477388593.679593086,56.0660110367,8.38882348529,60.2396114671
1477388593.697378159,56.0660104966,8.38882306333,60.2413453594
1477388593.794723749,56.0660086346,8.38882140866,60.2401809407
1477388593.794723749,56.0660086346,8.38882140866,60.240195627
1477388593.849070787,56.0660076055,8.38882044783,60.2391302642
1477388593.879576445,56.0660072185,8.388820154,60.2373966247
1477388593.982888937,56.06600518,8.38881841147,60.2380374192
1477388594.032088280,56.0660042434,8.38881759138,60.2374071248
1477388594.064289093,56.0660036304,8.38881705488,60.2372617147
1477388594.064289093,56.0660036363,8.38881703338,60.2371902728
1477388594.159551382,56.0660018837,8.38881518226,60.2392670441
1477388594.159551382,56.0660018837,8.38881518226,60.2392670441
1477388594.179573059,56.0660022178,8.38881524501,60.2359919201
1477388594.262186050,56.0660007268,8.3888138493,60.2385770726
1477388594.279786110,56.0660004131,8.38881353985,60.239214161
1477388594.302442312,56.0659992668,8.38881273343,60.2432881329
1477388594.379295349,56.0659978375,8.38881133898,60.2466053099
1477388594.481376648,56.06599702,8.38881047121,60.2447374079
1477388594.569912195,56.0659951787,8.38880893912,60.2439768076
1477388594.638406754,56.065993097,8.38880685171,60.2504669265
1477388594.709533453,56.0659917788,8.38880554042,60.250282003
1477388594.745755672,56.0659910961,8.38880491022,60.2501826674
1477388594.780961752,56.0659909177,8.3888049364,60.2441134705
1477388594.797067165,56.0659901136,8.38880427135,60.2486437697
1477388594.883610725,56.0659884649,8.38880240976,60.2516510943
1477388594.897697210,56.0659882061,8.38880213808,60.2524473713
1477388594.939972878,56.0659874238,8.38880134056,60.2551395044
1477388594.979443789,56.0659866859,8.38880061968,60.2577400858
1477388594.999334574,56.0659863098,8.38880027054,60.2588927016
1477388595.047640085,56.0659853977,8.3887994173,60.2614710575
1477388595.097938538,56.0659844565,8.38879849933,60.2636151251
1477388595.180182934,56.0659829203,8.38879698819,60.266134494
1477388595.230741262,56.0659819752,8.38879606064,60.2674481751
1477388595.237122297,56.0659818559,8.3887959436,60.2675496165
1477388595.281543493,56.0659814622,8.38879568173,60.2606702934
1477388595.310232401,56.0659808674,8.38879492771,60.2585094594
1477388595.329684734,56.0659805129,8.38879456908,60.2584373643
1477388595.380147934,56.0659795953,8.38879363283,60.2581739734
1477388595.380147934,56.0659795949,8.38879377217,60.2550801531
1477388595.480358362,56.0659777532,8.38879212189,60.252666687
1477388595.532582998,56.0659767605,8.38879119142,60.2519796844
1477388595.580316067,56.0659758566,8.38879022876,60.2519840965
1477388595.614090919,56.0659753199,8.38878958436,60.2510111043
1477388595.649299383,56.0659746801,8.38878928429,60.2508123
1477388595.680016518,56.0659741216,8.38878873639,60.2518099037
1477388595.700627804,56.065973669,8.38878860807,60.251754294
1477388595.749929667,56.0659726785,8.3887874309,60.2532866174
1477388595.805259466,56.0659716719,8.38878641078,60.2551390629
1477388595.843488693,56.0659709769,8.38878570446,60.2559580044
1477388595.905877113,56.0659702935,8.3887850544,60.252383122
1477388595.948133230,56.0659692049,8.38878427275,60.2542374486
1477388595.968254566,56.0659688383,8.38878392207,60.2547774273
1477388596.040693760,56.0659675773,8.38878235683,60.2554082644
1477388596.067854166,56.065967092,8.38878185113,60.2559686484
1477388596.150370121,56.0659656967,8.38878032664,60.2546769148
1477388596.150370121,56.0659656967,8.38878032664,60.2546768237
1477388596.203707933,56.0659646441,8.38877960998,60.2520625688
1477388596.203707933,56.0659646441,8.38877960998,60.2520625688
1477388596.275140762,56.0659633549,8.38877834261,60.2502309195
1477388596.309393883,56.0659634644,8.38877859857,60.2394295772
1477388596.348658800,56.0659622757,8.38877666342,60.246355905
1477388596.384369373,56.0659616433,8.38877600293,60.2458001754
1477388596.450430632,56.0659604731,8.38877478414,60.2454854915
1477388596.514819384,56.0659588957,8.38877402741,60.2473485573
